transaction_id,date,customer_id,product_category,product_name,quantity,unit_price,total_amount,payment_method,region
TXN-00251,2024-08-04,CUST-1760,Books,Design Patterns,2,168.69,337.38,Debit Card,South
TXN-00252,2024-06-10,CUST-4448,Books,SQL Fundamentals,4,45.28,181.12,Bank Transfer,West
TXN-00253,2024-12-16,CUST-3014,Books,Machine Learning Intro,1,171.79,171.79,Debit Card,East
TXN-00254,2024-01-17,CUST-2125,Clothing,Denim Jeans,5,224.04,1120.2,Credit Card,North
TXN-00255,2024-05-17,CUST-4174,Sports,Water Bottle,1,229.19,229.19,Debit Card,West
TXN-00256,2024-02-22,CUST-4014,Clothing,Cotton T-Shirt,3,259.34,778.02,Credit Card,South
TXN-00257,2024-04-17,CUST-4320,Sports,Tennis Balls,4,53.96,215.84,Debit Card,South
TXN-00258,2024-01-31,CUST-3335,Home & Garden,Candle Set,3,293.8,881.4,PayPal,North
TXN-00259,2024-03-10,CUST-4943,Books,SQL Fundamentals,2,211.91,423.82,Debit Card,East
TXN-00260,2024-05-06,CUST-4118,Books,Clean Code,4,115.67,462.68,Credit Card,West
TXN-00261,2024-09-20,CUST-4071,Home & Garden,Garden Hose,4,101.55,-406.2,Credit Card,West
TXN-00262,2024-11-21,CUST-3720,Home & Garden,Wall Clock,2,290.59,581.18,Bank Transfer,East
TXN-00263,2024-06-14,CUST-4392,Home & Garden,Candle Set,4,237.54,950.16,Credit Card,North
TXN-00264,2024-02-20,CUST-3564,Books,Machine Learning Intro,4,64.68,258.72,Debit Card,East
TXN-00265,2024-03-22,CUST-4581,home & garden,Garden Hose,2,20.28,40.56,Debit Card,West
TXN-00266,2024-12-01,CUST-1373,electronics,USB-C Hub,2,158.23,316.46,Credit Card,East
TXN-00267,2024-03-02,CUST-4523,Books,Machine Learning Intro,4,31.35,125.4,Credit Card,East
TXN-00268,2024-07-07,CUST-4608,Home & Garden,Door Mat,2,25.18,50.36,Debit Card,West
TXN-00269,2024-06-28,CUST-3959,Clothing,Denim Jeans,5,207.53,1037.65,Credit Card,North
TXN-00270,2024-03-12,CUST-4082,Electronics,Monitor Cable,4,97.78,391.12,PayPal,North
TXN-00271,2024-05-07,CUST-3266,Sports,Foam Roller,1,255.12,255.12,PayPal,South
TXN-00272,2024-09-22,CUST-3485,Sports,Jump Rope,1,236.21,236.21,Debit Card,West
TXN-00273,2024-07-16,CUST-1461,Clothing,Baseball Cap,1,296.12,296.12,Debit Card,West
TXN-00274,2024-10-18,CUST-2723,Home & Garden,LED Bulb Pack,1,9.92,9.92,PayPal,South
TXN-00275,2024-01-21,CUST-4778,Electronics,Monitor Cable,5,231.29,1156.45,Bank Transfer,North
TXN-00276,2024-11-23,CUST-3197,Sports,Water Bottle,1,155.83,155.83,Debit Card,East
TXN-00277,2024-07-19,CUST-3402,Electronics,Monitor Cable,2,22.08,44.16,Bank Transfer,North
TXN-00278,2024-08-20,CUST-3507,SPORTS,Dumbbell Set,2,40.23,80.46,Credit Card,South
TXN-00279,2024-09-11,CUST-4903,Home & Garden,Wall Clock,3,54.25,162.75,PayPal,North
TXN-00280,2024-01-16,CUST-2372,Books,Python Cookbook,5,190.12,950.6,PayPal,North
TXN-00281,2024-09-12,CUST-4519,Sports,Resistance Bands,1,268.8,268.8,Credit Card,South
TXN-00282,2024-09-17,CUST-1010,Electronics,Wireless Mouse,4,112.37,449.48,Debit Card,North
TXN-00283,2024-10-10,CUST-4289,Books,Data Engineering Guide,3,85.02,255.06,PayPal,North
TXN-00284,2024-09-14,CUST-3757,Electronics,Wireless Mouse,1,263.7,263.7,PayPal,East
TXN-00285,2024-02-14,CUST-3265,Books,SQL Fundamentals,3,223.17,669.51,PayPal,West
TXN-00286,2024-04-10,CUST-4000,Sports,Resistance Bands,4,12.05,48.2,Credit Card,East
TXN-00287,2024-01-01,CUST-4108,Books,Design Patterns,2,161.29,322.58,Bank Transfer,North
TXN-00288,2024-03-13,CUST-3914,Home & Garden,Wall Clock,3,140.24,420.72,Credit Card,South
TXN-00289,2024-11-22,CUST-4358,BOOKS,Python Cookbook,2,74.85,149.7,PayPal,West
TXN-00290,2024-12-24,CUST-4407,Home & Garden,Garden Hose,2,45.15,90.3,Credit Card,South
TXN-00291,2024-02-24,CUST-1673,Books,Machine Learning Intro,3,289.56,868.68,PayPal,West
TXN-00292,2024-05-15,CUST-4491,ELECTRONICS,Webcam,5,16.9,84.5,PayPal,South
TXN-00293,2024-02-16,CUST-3912,Clothing,Winter Jacket,3,81.75,245.25,Credit Card,West
TXN-00294,2024-08-19,CUST-3277,Sports,Jump Rope,2,40.83,81.66,Debit Card,South
TXN-00295,2024-04-11,CUST-4373,Books,Design Patterns,1,176.78,176.78,Credit Card,North
TXN-00296,2024-02-03,CUST-1809,Books,Python Cookbook,3,41.14,123.42,Credit Card,South
TXN-00297,2024-10-20,CUST-2774,Books,Machine Learning Intro,2,109.41,218.82,PayPal,East
TXN-00298,2024-08-16,CUST-4618,CLOTHING,Baseball Cap,3,152.17,456.51,Bank Transfer,North
TXN-00299,2024-02-14,CUST-2145,Books,Design Patterns,5,78.5,392.5,Credit Card,West
TXN-00300,2024-12-31,CUST-2470,Books,Machine Learning Intro,5,153.2,766.0,Debit Card,North
TXN-00301,2024-06-12,CUST-3445,clothing,Cotton T-Shirt,4,161.18,644.72,Debit Card,South
TXN-00302,2024-02-21,CUST-2015,Clothing,Silk Scarf,1,230.39,230.39,Bank Transfer,East
TXN-00303,2024-03-29,CUST-1721,Clothing,Silk Scarf,3,274.61,823.83,PayPal,South
TXN-00304,2024-10-15,CUST-4884,Clothing,Silk Scarf,4,164.92,659.68,Credit Card,North
TXN-00305,2024-01-29,CUST-1952,Sports,Foam Roller,3,275.77,827.31,Debit Card,East
TXN-00306,2024-03-31,CUST-4763,Home & Garden,Candle Set,2,233.43,466.86,PayPal,North
TXN-00307,2024-07-10,CUST-3885,Books,SQL Fundamentals,2,292.87,585.74,Bank Transfer,West
TXN-00308,2024-11-28,CUST-2299,Clothing,Baseball Cap,5,237.15,1185.75,Debit Card,West
TXN-00309,2024-06-06,CUST-4006,Home & garden,Plant Pot,5,120.52,602.6,Credit Card,South
TXN-00310,2024-11-04,CUST-2303,Sports,Foam Roller,4,46.49,185.96,Debit Card,East
TXN-00311,2024-06-12,CUST-1687,Electronics,Keyboard,3,66.85,200.55,PayPal,East
TXN-00312,2024-02-25,CUST-3950,electronics,Monitor Cable,4,150.45,601.8,Bank Transfer,North
TXN-00313,2024-09-02,CUST-4230,Sports,Dumbbell Set,4,26.74,106.96,PayPal,North
TXN-00314,2024-06-12,CUST-2069,Electronics,Monitor Cable,1,166.37,166.37,Credit Card,East
TXN-00315,2024-10-31,CUST-3513,Books,Machine Learning Intro,2,184.15,368.3,Credit Card,North
TXN-00316,2024-06-18,CUST-1841,Clothing,Baseball Cap,5,83.25,416.25,Debit Card,North
TXN-00317,2024-01-26,CUST-2609,Sports,Jump Rope,3,6.13,18.39,Bank Transfer,South
TXN-00318,2024-02-19,CUST-1105,Clothing,Running Shoes,4,253.9,1015.6,Bank Transfer,West
TXN-00319,2024-09-07,CUST-4665,Home & garden,Throw Pillow,4,113.97,455.88,PayPal,West
TXN-00320,2024-08-26,CUST-2078,Clothing,Baseball Cap,1,30.28,30.28,Bank Transfer,South
TXN-00321,2024-10-10,CUST-1249,Books,Machine Learning Intro,4,173.94,695.76,PayPal,North
TXN-00322,2024-07-21,CUST-4697,Electronics,Bluetooth Speaker,4,56.0,224.0,Debit Card,South
TXN-00323,2024-03-05,CUST-1174,BOOKS,Machine Learning Intro,2,251.05,502.1,Credit Card,North
TXN-00324,2024-07-17,CUST-3278,Books,SQL Fundamentals,1,237.02,237.02,Bank Transfer,North
TXN-00325,2024-07-31,CUST-1612,Clothing,Baseball Cap,1,277.84,277.84,Credit Card,East
TXN-00326,2024-10-01,CUST-4605,Home & Garden,Garden Hose,4,173.74,694.96,Debit Card,East
TXN-00327,2024-07-25,CUST-1589,Sports,Dumbbell Set,4,267.42,1069.68,Debit Card,North
TXN-00328,2024-08-31,CUST-4771,Home & Garden,Plant Pot,3,96.73,290.19,Credit Card,South
TXN-00329,2024-03-09,CUST-2230,Books,SQL Fundamentals,4,183.46,733.84,Bank Transfer,South
TXN-00330,2024-07-27,CUST-4034,Books,SQL Fundamentals,5,238.48,1192.4,Bank Transfer,South
TXN-00331,2024-09-25,CUST-4601,Sports,Tennis Balls,1,78.6,78.6,PayPal,South
TXN-00332,2024-05-20,CUST-2508,Books,Design Patterns,1,76.37,76.37,Bank Transfer,South
TXN-00333,2024-08-30,CUST-3403,Sports,Resistance Bands,3,225.94,677.82,PayPal,North
TXN-00334,2024-07-16,CUST-1203,Clothing,Silk Scarf,2,195.97,391.94,PayPal,West
TXN-00335,2024-09-19,CUST-1082,Electronics,Bluetooth Speaker,5,241.25,1206.25,PayPal,East
TXN-00336,2024-08-04,CUST-4667,Books,Machine Learning Intro,4,94.13,376.52,Bank Transfer,North
TXN-00337,2024-01-04,CUST-3095,Home & Garden,Candle Set,3,206.9,620.7,PayPal,East
TXN-00338,2024-11-23,CUST-2331,Home & Garden,Door Mat,3,60.56,181.68,Debit Card,North
TXN-00339,2024-11-03,CUST-2655,Home & Garden,Door Mat,,151.72,151.72,PayPal,East
TXN-00340,2024-08-02,CUST-2657,Books,Clean Code,5,245.72,1228.6,Debit Card,West
TXN-00341,2024-12-09,CUST-2468,Sports,Resistance Bands,5,58.43,292.15,Debit Card,East
TXN-00342,2024-10-13,CUST-4124,Clothing,Running Shoes,2,109.81,219.62,PayPal,West
TXN-00343,2024-06-18,CUST-2522,Home & Garden,Throw Pillow,4,20.83,83.32,Credit Card,West
TXN-00344,2024-04-09,CUST-3049,Electronics,Monitor Cable,4,20.95,83.8,Debit Card,South
TXN-00345,2024-06-24,CUST-2676,Sports,Jump Rope,2,234.78,469.56,Debit Card,East
TXN-00346,2024-11-20,CUST-1237,Electronics,Laptop Stand,2,175.0,350.0,Credit Card,South
TXN-00347,2024-11-10,CUST-2776,Books,Machine Learning Intro,1,162.46,162.46,Credit Card,East
TXN-00348,2024-09-28,CUST-1780,Electronics,Laptop Stand,3,97.06,291.18,PayPal,South
TXN-00349,2024-02-03,CUST-4374,Electronics,Webcam,5,180.92,904.6,Debit Card,East
TXN-00350,2024-09-07,CUST-2471,Clothing,Silk Scarf,2,71.17,142.34,Debit Card,North
TXN-00351,2024-10-28,CUST-3066,CLOTHING,Wool Socks,4,263.57,1054.28,Credit Card,North
TXN-00352,2024-12-04,CUST-1442,Electronics,Monitor Cable,1,166.44,166.44,Debit Card,South
TXN-00353,2024-12-21,CUST-3808,Electronics,USB-C Hub,3,188.72,566.16,Bank Transfer,North
TXN-00354,2024-09-18,CUST-3944,Sports,Tennis Balls,2,184.65,369.3,Debit Card,East
TXN-00355,2024-12-26,CUST-2678,Home & Garden,Candle Set,2,208.01,416.02,Debit Card,North
TXN-00356,2024-01-07,CUST-3751,Electronics,Power Bank,1,234.95,234.95,Credit Card,East
TXN-00357,2024-11-25,CUST-1946,Books,SQL Fundamentals,1,34.44,34.44,Credit Card,East
TXN-00358,2024-07-03,CUST-4283,Home & Garden,Plant Pot,1,7.85,7.85,Debit Card,East
TXN-00359,2024-07-02,CUST-4663,Books,SQL Fundamentals,1,114.92,114.92,Credit Card,West
TXN-00360,2024-07-23,CUST-4941,Books,Machine Learning Intro,4,240.96,963.84,Debit Card,North
TXN-00361,2024-03-08,CUST-3851,Electronics,Bluetooth Speaker,5,147.38,736.9,Bank Transfer,South
TXN-00362,2024-11-08,CUST-2555,Home & Garden,Wall Clock,2,147.5,295.0,Bank Transfer,West
TXN-00363,2024-01-24,CUST-1259,Home & Garden,Plant Pot,5,231.41,1157.05,Debit Card,East
TXN-00364,2024-09-22,CUST-3142,SPORTS,Dumbbell Set,3,200.79,602.37,Debit Card,North
TXN-00365,2024-01-06,CUST-3635,Clothing,Winter Jacket,2,27.08,54.16,Debit Card,East
TXN-00366,2024-05-22,CUST-1206,Sports,Dumbbell Set,2,28.25,56.5,Bank Transfer,North
TXN-00367,2024-09-12,CUST-2831,home & garden,Door Mat,1,124.01,124.01,Credit Card,North
TXN-00368,2024-11-05,CUST-4945,Sports,Foam Roller,4,285.35,1141.4,Credit Card,South
TXN-00369,2024-08-20,CUST-2359,Sports,Foam Roller,3,216.19,648.57,Debit Card,North
TXN-00370,2024-06-23,CUST-2454,Home & Garden,Garden Hose,1,269.57,269.57,Bank Transfer,North
TXN-00371,2024-05-10,CUST-3502,Clothing,Silk Scarf,4,248.24,992.96,PayPal,North
TXN-00372,2024-07-31,CUST-1190,sports,Jump Rope,5,44.72,223.6,Credit Card,West
TXN-00373,2024-10-26,CUST-2978,Sports,Resistance Bands,2,220.49,440.98,Bank Transfer,East
TXN-00374,2024-09-15,CUST-4610,Books,Clean Code,2,85.71,171.42,PayPal,West
TXN-00375,2024-03-09,CUST-1565,Books,Design Patterns,5,258.9,1294.5,Debit Card,South
TXN-00376,2024-04-17,CUST-3556,Home & Garden,Door Mat,2,153.64,307.28,PayPal,North
TXN-00377,2024-06-29,CUST-3303,Books,Design Patterns,5,89.35,446.75,Credit Card,North
TXN-00378,2024-01-13,CUST-2560,Clothing,Denim Jeans,2,295.13,590.26,Debit Card,North
TXN-00379,2024-12-19,CUST-4212,Home & Garden,Candle Set,4,35.23,140.92,Debit Card,West
TXN-00380,2024-05-01,CUST-3092,Home & Garden,Plant Pot,4,127.88,511.52,PayPal,North
TXN-00381,2024-01-07,CUST-4046,Home & Garden,Wall Clock,4,249.84,999.36,PayPal,South
TXN-00382,2024-04-09,CUST-2204,Books,Design Patterns,2,221.84,443.68,Credit Card,West
TXN-00383,2024-05-22,CUST-3279,Home & garden,Wall Clock,3,142.56,427.68,Credit Card,South
TXN-00384,2024-06-14,CUST-3444,Electronics,Webcam,5,167.29,836.45,PayPal,South
TXN-00385,2024-04-04,CUST-3132,Electronics,Bluetooth Speaker,5,124.0,620.0,Debit Card,East
TXN-00386,2024-06-18,CUST-2477,Home & Garden,Wall Clock,4,299.0,1196.0,Credit Card,North
TXN-00387,2024-12-08,CUST-2417,Books,Design Patterns,5,76.93,384.65,PayPal,West
TXN-00388,2024-02-28,CUST-2580,Home & Garden,Garden Hose,,157.47,157.47,PayPal,West
TXN-00389,2024-09-06,CUST-1179,Home & Garden,LED Bulb Pack,1,284.71,284.71,Credit Card,North
TXN-00390,2024-04-17,CUST-3745,Clothing,Winter Jacket,2,163.63,327.26,Bank Transfer,North
TXN-00391,2024-12-17,CUST-1629,Electronics,Keyboard,1,21.01,21.01,Credit Card,South
TXN-00392,2024-05-12,CUST-2669,Books,Machine Learning Intro,1,119.9,119.9,Credit Card,North
TXN-00393,2024-10-26,CUST-1186,Electronics,USB-C Hub,3,183.93,551.79,Bank Transfer,West
TXN-00394,2024-07-21,CUST-4367,Electronics,Laptop Stand,4,240.04,960.16,PayPal,South
TXN-00395,2024-06-01,CUST-3774,Home & Garden,Plant Pot,5,46.7,233.5,Bank Transfer,North
TXN-00396,2024-06-05,CUST-1860,Home & Garden,Door Mat,2,52.48,104.96,PayPal,South
TXN-00397,2024-02-28,CUST-1742,Sports,Tennis Balls,5,141.07,705.35,PayPal,North
TXN-00398,2024-05-08,CUST-1402,Clothing,Winter Jacket,3,42.82,128.46,Credit Card,East
TXN-00399,2024-11-13,CUST-1285,Clothing,Winter Jacket,3,209.56,628.68,PayPal,East
TXN-00400,2024-08-07,CUST-1690,Electronics,Laptop Stand,4,86.62,346.48,PayPal,West
TXN-00401,2024-08-24,CUST-2824,Home & Garden,Throw Pillow,2,195.43,390.86,PayPal,South
TXN-00402,2024-10-02,CUST-1804,Home & Garden,Door Mat,1,268.16,268.16,Credit Card,West
TXN-00403,2024-10-29,CUST-1871,Electronics,Power Bank,2,112.91,225.82,PayPal,South
TXN-00404,2024-08-25,CUST-3052,sports,Foam Roller,,75.47,75.47,Debit Card,South
TXN-00405,2024-08-16,CUST-1652,Clothing,Baseball Cap,2,222.09,444.18,PayPal,North
TXN-00406,2024-04-22,CUST-4118,Books,SQL Fundamentals,1,202.23,202.23,PayPal,West
TXN-00407,2024-08-28,CUST-4759,Books,Python Cookbook,3,35.45,106.35,PayPal,East
TXN-00408,2024-10-23,CUST-3229,Sports,Dumbbell Set,5,197.73,988.65,PayPal,West
TXN-00409,2024-04-24,CUST-3115,Books,SQL Fundamentals,4,266.71,-1066.84,Debit Card,West
TXN-00410,2024-03-25,CUST-1942,Electronics,Webcam,2,51.42,102.84,Credit Card,South
TXN-00411,2024-07-31,CUST-4322,Home & Garden,Throw Pillow,4,67.16,268.64,Bank Transfer,North
TXN-00412,2024-05-04,CUST-1176,Clothing,Denim Jeans,5,16.56,82.8,Credit Card,South
TXN-00413,2024-05-12,CUST-4778,Clothing,Winter Jacket,5,193.09,965.45,PayPal,North
TXN-00414,2024-04-20,CUST-2839,Sports,Tennis Balls,2,249.95,499.9,Debit Card,East
TXN-00415,2024-03-26,CUST-3966,Home & Garden,Candle Set,2,116.57,233.14,Credit Card,South
TXN-00416,2024-09-24,CUST-4520,Sports,Tennis Balls,1,57.34,57.34,Credit Card,North
TXN-00417,2024-02-17,CUST-2975,Clothing,Baseball Cap,4,159.0,636.0,Credit Card,West
TXN-00418,2024-04-27,CUST-4843,Books,Machine Learning Intro,5,33.83,169.15,Bank Transfer,South
TXN-00419,2024-02-12,CUST-2160,Sports,Jump Rope,1,214.19,214.19,Credit Card,North
TXN-00420,2024-07-11,CUST-3681,Clothing,Running Shoes,1,50.66,50.66,PayPal,East
TXN-00421,2024-10-01,CUST-2734,Sports,Water Bottle,4,227.71,910.84,Bank Transfer,South
TXN-00422,2024-07-08,CUST-3290,Sports,Water Bottle,4,222.05,888.2,Credit Card,South
TXN-00423,2024-08-16,CUST-4207,CLOTHING,Winter Jacket,5,186.13,930.65,Credit Card,South
TXN-00424,2024-07-18,CUST-4950,Electronics,Bluetooth Speaker,5,133.43,667.15,Debit Card,East
TXN-00425,2024-02-10,CUST-3494,Electronics,Monitor Cable,5,89.51,447.55,Credit Card,South
TXN-00426,2024-11-23,CUST-3024,BOOKS,Clean Code,1,236.26,236.26,Debit Card,South
TXN-00427,2024-12-11,CUST-1147,Home & Garden,Plant Pot,1,299.05,299.05,PayPal,West
TXN-00428,2024-07-26,CUST-3400,Clothing,Wool Socks,1,167.12,167.12,PayPal,East
TXN-00429,2024-05-21,CUST-1926,Sports,Jump Rope,5,6.37,31.85,Credit Card,North
TXN-00430,2024-09-14,CUST-2205,Home & Garden,Wall Clock,3,263.44,790.32,PayPal,West
TXN-00431,2024-07-12,CUST-3306,Books,SQL Fundamentals,4,206.06,824.24,Credit Card,West
TXN-00432,2024-02-29,CUST-2056,Electronics,Laptop Stand,2,241.04,482.08,PayPal,North
TXN-00433,2024-12-24,CUST-4408,Home & Garden,Plant Pot,3,27.43,82.29,Bank Transfer,East
TXN-00434,2024-06-30,CUST-1895,Sports,Dumbbell Set,2,152.2,304.4,Debit Card,East
TXN-00435,2024-04-15,CUST-1938,Clothing,Silk Scarf,2,234.78,469.56,Credit Card,West
TXN-00436,2024-11-10,CUST-1027,Sports,Tennis Balls,5,98.04,490.2,PayPal,West
TXN-00437,2024-04-03,CUST-4130,Sports,Resistance Bands,2,20.97,41.94,Bank Transfer,North
TXN-00438,2024-09-14,CUST-2422,Books,Data Engineering Guide,1,210.98,210.98,Credit Card,North
TXN-00439,2024-12-11,CUST-1863,Books,SQL Fundamentals,3,60.21,180.63,PayPal,West
TXN-00440,2024-11-09,CUST-2405,Home & Garden,Throw Pillow,3,112.69,338.07,Bank Transfer,South
TXN-00441,2024-10-19,CUST-1537,Sports,Tennis Balls,3,242.2,726.6,Bank Transfer,South
TXN-00442,2024-03-15,CUST-4276,Clothing,Cotton T-Shirt,4,44.67,178.68,PayPal,West
TXN-00443,2024-06-02,CUST-2027,Sports,Yoga Mat,2,22.71,45.42,Bank Transfer,North
TXN-00444,2024-08-18,CUST-4049,Home & Garden,Garden Hose,3,106.52,319.56,PayPal,South
TXN-00445,2024-10-22,CUST-3358,Sports,Tennis Balls,3,203.59,610.77,Bank Transfer,North
TXN-00446,2024-07-14,CUST-3513,Home & Garden,LED Bulb Pack,3,129.43,388.29,Bank Transfer,North
TXN-00447,2024-02-10,CUST-1663,Home & Garden,Garden Hose,3,183.58,550.74,Bank Transfer,East
TXN-00448,2024-10-27,CUST-3133,Books,Data Engineering Guide,2,219.69,439.38,Credit Card,South
TXN-00449,2024-03-26,CUST-2626,electronics,Wireless Mouse,,122.11,122.11,Credit Card,North
TXN-00450,2024-05-14,CUST-3531,clothing,Running Shoes,3,135.73,407.19,Debit Card,North
TXN-00451,2024-01-18,CUST-3717,Home & Garden,Garden Hose,4,292.61,1170.44,PayPal,West
TXN-00452,2024-03-10,CUST-4971,Sports,Foam Roller,5,133.31,666.55,PayPal,East
TXN-00453,2024-09-03,CUST-3210,Clothing,Winter Jacket,4,81.64,326.56,Credit Card,South
TXN-00454,2024-06-25,CUST-2174,Books,Design Patterns,4,93.38,373.52,PayPal,South
TXN-00455,2024-01-04,CUST-3245,Home & Garden,Candle Set,2,53.16,106.32,Bank Transfer,West
TXN-00456,2024-04-22,CUST-2077,Electronics,Laptop Stand,5,243.23,1216.15,PayPal,East
TXN-00457,2024-07-30,CUST-1770,Electronics,Webcam,4,187.22,748.88,Bank Transfer,South
TXN-00458,2024-06-13,CUST-1079,CLOTHING,Cotton T-Shirt,1,88.22,88.22,Bank Transfer,North
TXN-00459,2024-04-29,CUST-1369,Clothing,Running Shoes,4,299.39,1197.56,Credit Card,East
TXN-00460,2024-02-11,CUST-4455,clothing,Cotton T-Shirt,2,61.69,123.38,Bank Transfer,North
TXN-00461,2024-03-03,CUST-4991,Clothing,Winter Jacket,1,63.76,63.76,Credit Card,South
TXN-00462,2024-08-30,CUST-2593,Home & Garden,LED Bulb Pack,1,224.69,224.69,Credit Card,East
TXN-00463,2024-09-03,CUST-3615,Home & Garden,Plant Pot,2,292.11,584.22,Bank Transfer,East
TXN-00464,2024-01-08,CUST-1685,Home & Garden,Throw Pillow,1,290.8,290.8,Bank Transfer,South
TXN-00465,2024-07-09,CUST-4157,Electronics,Power Bank,5,104.83,524.15,Credit Card,North
TXN-00466,2024-07-01,CUST-3640,Clothing,Silk Scarf,4,73.64,294.56,PayPal,West
TXN-00467,2024-04-08,CUST-1087,Books,Data Engineering Guide,1,148.16,148.16,PayPal,West
TXN-00468,2024-04-07,CUST-3321,Clothing,Running Shoes,3,260.95,782.85,Debit Card,North
TXN-00469,2024-09-28,CUST-1634,Books,SQL Fundamentals,4,5.21,20.84,Bank Transfer,South
TXN-00470,2024-01-10,CUST-3538,Home & Garden,LED Bulb Pack,1,199.19,199.19,Bank Transfer,South
TXN-00471,2024-09-25,CUST-3798,Books,Data Engineering Guide,3,125.89,377.67,Credit Card,North
TXN-00472,2024-01-23,CUST-4420,Clothing,Cotton T-Shirt,4,61.52,246.08,Bank Transfer,West
TXN-00473,2024-09-26,CUST-3555,Sports,Water Bottle,1,8.86,8.86,Bank Transfer,North
TXN-00474,2024-08-27,CUST-4280,Electronics,Monitor Cable,1,247.97,247.97,Credit Card,North
TXN-00475,2024-06-04,CUST-1319,Clothing,Cotton T-Shirt,2,161.83,323.66,Debit Card,South
TXN-00476,2024-10-12,CUST-4068,Sports,Yoga Mat,5,110.6,553.0,Bank Transfer,North
TXN-00477,2024-03-26,CUST-4245,Clothing,Baseball Cap,2,162.5,325.0,PayPal,East
TXN-00478,2024-10-08,CUST-2329,Home & Garden,Door Mat,3,184.48,553.44,Debit Card,West
TXN-00479,2024-10-08,CUST-4793,Home & Garden,Throw Pillow,4,5.06,20.24,PayPal,North
TXN-00480,2024-09-22,CUST-1553,Home & Garden,LED Bulb Pack,1,232.59,232.59,PayPal,South
TXN-00481,2024-02-18,CUST-1154,Books,Data Engineering Guide,5,78.71,393.55,PayPal,North
TXN-00482,2024-10-19,CUST-2637,Sports,Dumbbell Set,3,238.9,716.7,Credit Card,East
TXN-00483,2024-01-20,CUST-3993,Sports,Tennis Balls,3,107.64,322.92,Bank Transfer,North
TXN-00484,2024-04-26,CUST-4062,Sports,Dumbbell Set,4,20.97,83.88,PayPal,South
TXN-00485,2024-06-16,CUST-3057,Clothing,Wool Socks,4,291.45,1165.8,Credit Card,South
TXN-00486,2024-08-09,CUST-2186,books,Python Cookbook,1,166.7,166.7,Bank Transfer,West
TXN-00487,2024-12-23,CUST-1534,Clothing,Denim Jeans,5,62.85,314.25,Debit Card,South
TXN-00488,2024-02-06,CUST-2090,Books,Clean Code,4,129.94,519.76,PayPal,East
TXN-00489,2024-10-31,CUST-3684,Electronics,Bluetooth Speaker,5,247.36,1236.8,Debit Card,West
TXN-00490,2024-01-23,CUST-4785,Clothing,Running Shoes,1,38.15,38.15,Debit Card,East
TXN-00491,2024-01-08,CUST-2406,Electronics,Power Bank,,66.66,66.66,Debit Card,South
TXN-00492,2024-10-06,CUST-3143,Home & Garden,Candle Set,2,210.04,420.08,Bank Transfer,North
TXN-00493,2024-05-10,CUST-1697,Electronics,Webcam,1,24.65,24.65,PayPal,North
TXN-00494,2024-01-10,CUST-2198,Books,Machine Learning Intro,1,271.63,271.63,Credit Card,South
TXN-00495,2024-04-11,CUST-3050,Books,Design Patterns,,77.98,77.98,PayPal,East
TXN-00496,2024-09-07,CUST-2611,CLOTHING,Running Shoes,3,74.68,224.04,PayPal,North
TXN-00497,2024-11-16,CUST-2055,Books,Python Cookbook,3,71.54,214.62,Bank Transfer,South
TXN-00498,2024-02-14,CUST-3989,Books,Design Patterns,2,128.11,256.22,Bank Transfer,East
TXN-00499,2024-11-05,CUST-2348,Books,Data Engineering Guide,5,164.69,823.45,Debit Card,East
TXN-00500,2024-12-18,CUST-3888,Sports,Jump Rope,2,198.58,397.16,Debit Card,East
