transaction_id,date,customer_id,product_category,product_name,quantity,unit_price,total_amount,payment_method,region
TXN-00501,2024-02-04,CUST-3282,Sports,Yoga Mat,2,219.48,438.96,Bank Transfer,West
TXN-00501,2024-06-04,CUST-2814,Home & Garden,LED Bulb Pack,2,12.73,25.46,PayPal,South
TXN-00503,2024-11-01,CUST-1951,Clothing,Running Shoes,4,44.55,178.2,Bank Transfer,East
TXN-00504,2024-04-04,CUST-4490,Books,Data Engineering Guide,2,14.51,29.02,Credit Card,East
TXN-00505,2024-07-30,CUST-1911,Clothing,Cotton T-Shirt,4,260.79,1043.16,PayPal,West
TXN-00506,2024-05-06,CUST-2751,Books,Clean Code,4,217.45,869.8,Credit Card,North
TXN-00507,2024-08-19,CUST-2871,Electronics,Laptop Stand,4,295.22,1180.88,Bank Transfer,North
TXN-00508,2024-04-07,CUST-2192,Books,SQL Fundamentals,3,141.09,423.27,Credit Card,South
TXN-00509,2024-08-25,CUST-4399,BOOKS,Python Cookbook,5,281.65,1408.25,Debit Card,West
TXN-00510,2024-07-30,CUST-2324,books,Clean Code,2,265.34,530.68,PayPal,South
TXN-00511,2024-03-04,CUST-1373,Electronics,Keyboard,4,219.42,877.68,Debit Card,West
TXN-00512,2024-10-08,CUST-2558,Electronics,Keyboard,2,52.82,105.64,Credit Card,West
TXN-00513,2024-06-06,CUST-2267,Books,Data Engineering Guide,2,288.32,-576.64,PayPal,North
TXN-00514,2024-08-22,CUST-3038,Books,Python Cookbook,4,75.17,300.68,Bank Transfer,West
TXN-00515,2024-07-28,CUST-2809,Electronics,Wireless Mouse,5,87.04,435.2,Debit Card,North
TXN-00516,2024-04-04,CUST-1607,Electronics,Wireless Mouse,1,201.76,201.76,PayPal,East
TXN-00517,2024-02-14,CUST-1200,Electronics,Bluetooth Speaker,3,185.27,555.81,Debit Card,West
TXN-00518,2024-10-23,CUST-2475,electronics,Keyboard,4,246.97,987.88,Credit Card,East
TXN-00519,2024-08-29,CUST-1551,Electronics,Webcam,4,159.77,639.08,Credit Card,North
TXN-00520,2024-10-19,CUST-3988,Sports,Jump Rope,5,280.49,1402.45,PayPal,West
TXN-00521,2024-11-07,CUST-4472,Home & Garden,Candle Set,3,278.49,835.47,Bank Transfer,West
TXN-00522,2024-09-09,CUST-4309,Clothing,Denim Jeans,2,5.47,10.94,Credit Card,South
TXN-00523,2024-11-11,CUST-2698,books,Clean Code,2,8.33,16.66,PayPal,East
TXN-00524,2024-02-04,CUST-2260,Home & Garden,Garden Hose,1,207.31,207.31,Credit Card,South
TXN-00525,2024-04-09,CUST-2353,Home & Garden,Throw Pillow,1,195.46,195.46,Bank Transfer,East
TXN-00526,2024-08-24,CUST-4211,Books,Python Cookbook,3,171.65,514.95,Credit Card,South
TXN-00527,2024-10-22,CUST-3807,Home & Garden,Wall Clock,2,87.73,175.46,Bank Transfer,South
TXN-00528,2024-10-19,CUST-3480,Books,Python Cookbook,3,213.05,639.15,Credit Card,East
TXN-00529,2024-07-30,CUST-1355,Books,SQL Fundamentals,3,68.76,206.28,Credit Card,East
TXN-00530,2024-01-20,CUST-4185,Clothing,Winter Jacket,4,271.95,1087.8,PayPal,West
TXN-00531,2024-09-25,CUST-2271,Home & Garden,Wall Clock,5,204.62,1023.1,Credit Card,West
TXN-00532,2024-07-17,CUST-3923,sports,Yoga Mat,5,262.19,1310.95,Credit Card,North
TXN-00533,2024-09-23,CUST-4138,home & garden,Door Mat,3,64.16,192.48,PayPal,West
TXN-00534,2024-12-09,CUST-1481,home & garden,Plant Pot,,188.76,188.76,Credit Card,South
TXN-00535,2024-10-04,CUST-2434,Sports,Resistance Bands,3,174.35,523.05,PayPal,East
TXN-00536,2024-10-03,CUST-2817,electronics,Wireless Mouse,1,30.4,30.4,Bank Transfer,East
TXN-00537,2024-06-08,CUST-2361,Clothing,Wool Socks,1,292.23,292.23,Bank Transfer,South
TXN-00538,2024-02-17,CUST-4329,books,Design Patterns,4,143.81,575.24,Debit Card,East
TXN-00539,2024-07-05,CUST-2605,Clothing,Wool Socks,3,138.71,416.13,Bank Transfer,North
TXN-00540,2024-06-28,CUST-2960,Books,SQL Fundamentals,5,174.52,872.6,Bank Transfer,North
TXN-00541,2024-06-15,CUST-3277,Electronics,Power Bank,4,75.38,301.52,Debit Card,West
TXN-00542,2024-07-15,CUST-1270,Home & Garden,Door Mat,4,172.32,689.28,Debit Card,South
TXN-00543,2024-12-05,CUST-3742,Electronics,Power Bank,5,141.55,707.75,Bank Transfer,South
TXN-00544,2024-06-06,CUST-4915,Books,Design Patterns,4,101.58,406.32,Credit Card,North
TXN-00545,2024-04-21,CUST-4346,Clothing,Silk Scarf,1,228.33,228.33,Bank Transfer,East
TXN-00546,2024-07-18,CUST-3521,Sports,Resistance Bands,3,93.42,280.26,PayPal,West
TXN-00547,2024-06-25,CUST-1365,SPORTS,Jump Rope,3,23.41,70.23,Credit Card,North
TXN-00548,2024-12-26,CUST-3293,home & garden,Wall Clock,4,212.15,848.6,PayPal,West
TXN-00549,2024-07-26,CUST-2562,Books,Design Patterns,2,60.53,121.06,PayPal,West
TXN-00550,2024-03-19,CUST-2181,Clothing,Wool Socks,,217.79,217.79,Bank Transfer,West
TXN-00551,2024-03-10,CUST-1346,Clothing,Winter Jacket,5,279.43,1397.15,Bank Transfer,West
TXN-00552,2024-10-09,CUST-4359,Books,Data Engineering Guide,5,7.19,35.95,Debit Card,East
TXN-00553,2024-07-29,CUST-4795,Sports,Yoga Mat,5,147.56,737.8,Bank Transfer,North
TXN-00554,2024-03-13,CUST-3990,Sports,Tennis Balls,4,157.49,629.96,Credit Card,South
TXN-00555,2024-08-29,CUST-3583,Electronics,Webcam,3,162.83,-488.49,Bank Transfer,West
TXN-00556,2024-10-20,CUST-4005,Home & Garden,Wall Clock,2,15.42,30.84,PayPal,East
TXN-00557,2024-02-01,CUST-3577,Books,Clean Code,3,243.62,730.86,PayPal,West
TXN-00558,2024-02-12,CUST-1519,sports,Water Bottle,3,86.19,258.57,Credit Card,South
TXN-00559,2024-10-29,CUST-4026,Clothing,Running Shoes,3,235.84,707.52,Debit Card,North
TXN-00560,2024-06-24,CUST-1345,Clothing,Silk Scarf,4,227.06,908.24,Bank Transfer,South
TXN-00561,2024-12-04,CUST-2802,Clothing,Wool Socks,1,194.46,194.46,Credit Card,North
TXN-00562,2024-03-26,CUST-2900,Books,Machine Learning Intro,5,73.93,369.65,Bank Transfer,West
TXN-00563,2024-05-14,CUST-1594,Sports,Yoga Mat,4,117.69,470.76,Credit Card,North
TXN-00564,2024-09-29,CUST-3610,Home & Garden,Throw Pillow,3,103.81,311.43,Credit Card,East
TXN-00565,2024-12-01,CUST-3392,Books,Design Patterns,5,232.29,1161.45,Debit Card,East
TXN-00566,2024-10-07,CUST-1043,Electronics,Wireless Mouse,5,35.65,178.25,Debit Card,East
TXN-00567,2024-05-08,CUST-1790,Electronics,Wireless Mouse,2,285.38,570.76,Credit Card,North
TXN-00568,2024-11-05,CUST-1532,Books,Design Patterns,2,269.31,538.62,PayPal,East
TXN-00569,2024-08-27,CUST-3705,Electronics,Webcam,3,80.91,242.73,PayPal,North
TXN-00570,2024-07-14,CUST-2591,Home & Garden,Garden Hose,3,57.49,172.47,Debit Card,West
TXN-00571,2024-04-01,CUST-3643,BOOKS,Machine Learning Intro,1,274.21,274.21,Credit Card,North
TXN-00572,2024-02-07,CUST-1288,Sports,Tennis Balls,4,48.91,195.64,Credit Card,West
TXN-00573,2024-05-16,CUST-1620,Home & Garden,Candle Set,,213.74,213.74,Bank Transfer,West
TXN-00574,2024-08-11,CUST-2654,Electronics,Wireless Mouse,4,40.75,163.0,PayPal,East
TXN-00575,2024-12-15,CUST-2240,BOOKS,Python Cookbook,3,28.73,86.19,PayPal,South
TXN-00576,2024-03-31,CUST-3271,Electronics,Laptop Stand,4,269.45,1077.8,PayPal,West
TXN-00577,2024-02-13,CUST-4625,Books,Data Engineering Guide,1,217.32,217.32,Bank Transfer,West
TXN-00578,2024-02-02,CUST-4247,Sports,Jump Rope,4,290.13,-1160.52,PayPal,North
TXN-00579,2024-06-21,CUST-4226,Electronics,Laptop Stand,5,140.21,701.05,Debit Card,South
TXN-00580,2024-02-06,CUST-1151,Clothing,Cotton T-Shirt,5,18.51,92.55,Debit Card,North
TXN-00581,2024-03-29,CUST-3591,Electronics,USB-C Hub,2,251.42,502.84,Credit Card,North
TXN-00582,2024-09-11,CUST-3437,Sports,Tennis Balls,3,244.39,733.17,Bank Transfer,East
TXN-00583,2024-03-02,CUST-4997,Sports,Water Bottle,2,230.44,460.88,PayPal,North
TXN-00584,2024-03-02,CUST-2121,Clothing,Denim Jeans,5,53.68,268.4,Credit Card,South
TXN-00585,2024-02-21,CUST-4240,Sports,Resistance Bands,,148.65,148.65,Credit Card,North
TXN-00586,2024-04-01,CUST-4793,Electronics,Webcam,4,209.24,836.96,PayPal,West
TXN-00587,2024-07-29,CUST-1979,Clothing,Cotton T-Shirt,4,185.55,742.2,PayPal,East
TXN-00588,2024-08-02,CUST-1018,Sports,Yoga Mat,1,187.58,187.58,Debit Card,West
TXN-00589,2024-11-16,CUST-3700,Clothing,Denim Jeans,2,207.14,414.28,Bank Transfer,West
TXN-00590,2024-03-31,CUST-1654,electronics,Webcam,3,103.61,310.83,Bank Transfer,North
TXN-00591,2024-02-23,CUST-4032,Electronics,Bluetooth Speaker,1,148.09,148.09,Debit Card,West
TXN-00592,2024-10-30,CUST-3374,Home & Garden,Door Mat,3,72.87,218.61,Debit Card,North
TXN-00593,2024-05-01,CUST-4021,Books,Machine Learning Intro,1,143.94,143.94,Bank Transfer,South
TXN-00594,2024-04-20,CUST-4800,Sports,Jump Rope,4,217.34,869.36,PayPal,South
TXN-00595,2024-06-20,CUST-1521,Electronics,Wireless Mouse,1,256.23,256.23,Debit Card,East
TXN-00596,2024-04-22,CUST-4630,Home & Garden,Wall Clock,5,272.14,1360.7,Debit Card,North
TXN-00597,2024-07-29,CUST-4510,Sports,Resistance Bands,4,87.35,349.4,Debit Card,South
TXN-00598,2024-06-16,CUST-2778,Sports,Foam Roller,5,269.98,1349.9,Credit Card,North
TXN-00599,2024-08-28,CUST-4004,SPORTS,Jump Rope,1,138.47,138.47,Credit Card,West
TXN-00600,2024-04-21,CUST-1543,Home & Garden,Door Mat,1,146.53,146.53,Bank Transfer,North
TXN-00601,2024-08-20,CUST-2899,Clothing,Winter Jacket,3,189.9,569.7,Credit Card,North
TXN-00602,2024-07-16,CUST-4659,Home & Garden,Garden Hose,3,210.92,632.76,Debit Card,North
TXN-00603,2024-11-13,CUST-4607,Home & Garden,Plant Pot,3,266.94,800.82,PayPal,West
TXN-00604,2024-11-12,CUST-1167,Home & Garden,Door Mat,1,170.42,170.42,Debit Card,East
TXN-00605,2024-05-02,CUST-3210,Electronics,Laptop Stand,2,99.53,199.06,Bank Transfer,East
TXN-00606,2024-01-28,CUST-1259,Home & Garden,Throw Pillow,1,143.69,143.69,PayPal,West
TXN-00607,2024-11-13,CUST-2507,Electronics,Power Bank,4,269.89,1079.56,Credit Card,North
TXN-00608,2024-03-25,CUST-2130,Electronics,Power Bank,2,158.6,317.2,PayPal,West
TXN-00609,2024-12-15,CUST-3217,Clothing,Winter Jacket,1,90.99,90.99,Debit Card,East
TXN-00610,2024-07-29,CUST-3370,Home & Garden,Wall Clock,5,201.42,1007.1,Bank Transfer,West
TXN-00611,2024-06-04,CUST-3323,Clothing,Running Shoes,3,71.9,215.7,PayPal,North
TXN-00612,2024-03-16,CUST-2446,Home & Garden,LED Bulb Pack,2,214.98,429.96,Debit Card,South
TXN-00613,2024-03-23,CUST-1974,electronics,Bluetooth Speaker,3,59.42,178.26,Credit Card,East
TXN-00614,2024-06-25,CUST-1605,Home & Garden,LED Bulb Pack,1,276.52,276.52,Bank Transfer,South
TXN-00615,2024-08-22,CUST-4800,Home & Garden,Door Mat,5,102.72,513.6,Bank Transfer,East
TXN-00616,2024-10-20,CUST-3731,Clothing,Wool Socks,4,104.91,419.64,Bank Transfer,North
TXN-00617,2024-03-12,CUST-3777,Sports,Jump Rope,2,136.56,273.12,Credit Card,South
TXN-00618,2024-10-25,CUST-3156,Clothing,Silk Scarf,1,29.66,29.66,Credit Card,West
TXN-00619,2024-04-09,CUST-3008,Home & Garden,Candle Set,3,122.28,366.84,Bank Transfer,East
TXN-00620,2024-07-16,CUST-2527,Electronics,Keyboard,4,262.91,1051.64,Bank Transfer,West
TXN-00621,2024-08-14,CUST-2182,Clothing,Winter Jacket,4,46.17,184.68,Credit Card,South
TXN-00622,2024-04-16,CUST-2242,Books,Clean Code,1,280.27,280.27,Bank Transfer,North
TXN-00623,2024-01-04,CUST-2677,Home & Garden,Candle Set,5,227.79,1138.95,Debit Card,West
TXN-00624,2024-05-28,CUST-3268,books,Clean Code,5,223.25,1116.25,Credit Card,South
TXN-00625,2024-05-14,CUST-2229,BOOKS,SQL Fundamentals,4,272.49,1089.96,Credit Card,North
TXN-00626,2024-05-21,CUST-3019,Electronics,Keyboard,5,133.64,668.2,Bank Transfer,North
TXN-00627,2024-07-10,CUST-3099,sports,Resistance Bands,2,99.3,198.6,Debit Card,East
TXN-00628,2024-03-24,CUST-1216,Home & Garden,Door Mat,3,19.37,58.11,Credit Card,South
TXN-00629,2024-11-17,CUST-1750,Electronics,Bluetooth Speaker,3,248.9,746.7,PayPal,East
TXN-00630,2024-12-16,CUST-3858,Home & garden,Garden Hose,1,45.4,45.4,Bank Transfer,West
TXN-00631,2024-06-23,CUST-4772,Clothing,Baseball Cap,2,239.55,479.1,Credit Card,West
TXN-00632,2024-08-23,CUST-4752,Electronics,Wireless Mouse,3,208.85,626.55,Bank Transfer,East
TXN-00633,2024-03-29,CUST-3907,Home & Garden,LED Bulb Pack,2,207.97,415.94,Debit Card,South
TXN-00634,2024-02-10,CUST-2740,electronics,Monitor Cable,1,14.67,14.67,Credit Card,West
TXN-00635,2024-03-01,CUST-4721,home & garden,Door Mat,,33.47,33.47,Credit Card,South
TXN-00636,2024-10-27,CUST-4691,Clothing,Running Shoes,,47.94,47.94,PayPal,East
TXN-00637,2024-06-29,CUST-1657,Sports,Foam Roller,5,25.16,125.8,Credit Card,South
TXN-00638,2024-04-08,CUST-4949,Home & Garden,Wall Clock,1,277.64,277.64,Bank Transfer,East
TXN-00639,2024-12-23,CUST-3414,Clothing,Cotton T-Shirt,3,294.47,883.41,Debit Card,West
TXN-00640,2024-02-27,CUST-4118,Home & Garden,Candle Set,3,212.89,638.67,Credit Card,North
TXN-00641,2024-06-16,CUST-3022,Electronics,Power Bank,3,207.67,623.01,Debit Card,West
TXN-00642,2024-05-28,CUST-4503,Books,Python Cookbook,4,282.02,1128.08,Credit Card,West
TXN-00643,2024-12-10,CUST-1430,Books,Design Patterns,1,47.29,47.29,Credit Card,South
TXN-00644,2024-02-03,CUST-2489,Clothing,Baseball Cap,4,41.21,164.84,Bank Transfer,East
TXN-00645,2024-12-31,CUST-4137,Sports,Tennis Balls,4,110.05,440.2,Bank Transfer,West
TXN-00646,2024-09-18,CUST-2142,Clothing,Cotton T-Shirt,4,151.69,606.76,Debit Card,North
TXN-00647,2024-02-20,CUST-4022,Electronics,Power Bank,2,117.87,235.74,Debit Card,East
TXN-00648,2024-11-14,CUST-3552,Electronics,Power Bank,2,91.6,183.2,PayPal,East
TXN-00649,2024-10-03,CUST-3238,Electronics,Wireless Mouse,1,118.17,118.17,Bank Transfer,West
TXN-00650,2024-08-23,CUST-1147,Electronics,Webcam,2,149.98,299.96,Bank Transfer,West
TXN-00651,2024-02-26,CUST-3330,Books,Design Patterns,4,145.39,581.56,Credit Card,West
TXN-00652,2024-05-14,CUST-3026,Sports,Foam Roller,3,99.54,298.62,Credit Card,South
TXN-00653,2024-07-06,CUST-2428,SPORTS,Water Bottle,4,106.81,427.24,PayPal,North
TXN-00654,2024-12-04,CUST-2000,Clothing,Running Shoes,1,261.33,261.33,Debit Card,North
TXN-00655,2024-10-02,CUST-2335,Electronics,Monitor Cable,4,83.65,334.6,Credit Card,East
TXN-00656,2024-07-12,CUST-3336,Books,Python Cookbook,1,208.8,208.8,Bank Transfer,East
TXN-00657,2024-03-26,CUST-3518,Home & Garden,Throw Pillow,1,252.9,252.9,PayPal,East
TXN-00658,2024-01-25,CUST-2217,Sports,Resistance Bands,1,216.72,216.72,PayPal,East
TXN-00659,2024-02-04,CUST-3320,Sports,Resistance Bands,1,197.2,197.2,PayPal,West
TXN-00660,2024-12-05,CUST-3211,Home & Garden,Throw Pillow,5,138.7,693.5,Debit Card,North
TXN-00661,2024-11-17,CUST-3880,Sports,Foam Roller,4,84.04,336.16,Bank Transfer,North
TXN-00662,2024-09-24,CUST-1821,Home & Garden,LED Bulb Pack,3,254.01,762.03,Credit Card,South
TXN-00663,2024-07-30,CUST-2093,Home & Garden,Garden Hose,2,124.73,249.46,Debit Card,North
TXN-00664,2024-05-05,CUST-4264,Home & Garden,Candle Set,4,195.84,783.36,Debit Card,East
TXN-00665,2024-03-10,CUST-1119,Home & Garden,Garden Hose,2,195.06,390.12,Bank Transfer,North
TXN-00666,2024-01-29,CUST-4520,Electronics,Webcam,4,269.54,1078.16,Credit Card,West
TXN-00667,2024-03-12,CUST-1966,Electronics,USB-C Hub,5,285.14,1425.7,PayPal,West
TXN-00668,2024-02-16,CUST-1975,sports,Water Bottle,4,242.72,970.88,Bank Transfer,South
TXN-00669,2024-03-14,CUST-1437,Clothing,Running Shoes,3,259.55,778.65,PayPal,North
TXN-00670,2024-06-11,CUST-3235,Books,Data Engineering Guide,2,112.08,224.16,PayPal,North
TXN-00671,2024-11-26,CUST-4960,SPORTS,Dumbbell Set,1,208.74,208.74,Debit Card,East
TXN-00672,2024-10-09,CUST-2575,Home & Garden,Door Mat,1,162.79,162.79,Bank Transfer,West
TXN-00673,2024-01-05,CUST-4726,Books,SQL Fundamentals,2,92.74,185.48,Debit Card,West
TXN-00674,2024-11-19,CUST-2299,Books,SQL Fundamentals,4,143.97,575.88,PayPal,West
TXN-00675,2024-02-21,CUST-4376,Clothing,Baseball Cap,4,182.62,730.48,PayPal,West
TXN-00676,2024-12-21,CUST-1112,Electronics,Bluetooth Speaker,2,5.91,11.82,PayPal,East
TXN-00677,2024-10-21,CUST-1336,Electronics,Bluetooth Speaker,4,238.82,955.28,Bank Transfer,South
TXN-00678,2024-05-13,CUST-1710,Sports,Tennis Balls,1,127.27,127.27,Bank Transfer,South
TXN-00679,2024-01-11,CUST-4883,Electronics,Laptop Stand,4,63.49,253.96,Debit Card,North
TXN-00680,2024-07-24,CUST-3531,Books,Data Engineering Guide,3,55.18,165.54,Credit Card,West
TXN-00681,2024-08-20,CUST-4388,BOOKS,Data Engineering Guide,3,89.95,269.85,Debit Card,West
TXN-00682,2024-04-15,CUST-3457,Clothing,Running Shoes,2,128.4,256.8,Debit Card,North
TXN-00683,2024-05-28,CUST-4998,Home & Garden,Throw Pillow,3,176.95,530.85,Credit Card,North
TXN-00684,2024-08-28,CUST-1545,Home & Garden,Throw Pillow,4,213.99,855.96,PayPal,North
TXN-00685,2024-02-18,CUST-3281,Electronics,Power Bank,5,282.09,1410.45,Credit Card,North
TXN-00686,2024-05-09,CUST-3066,Sports,Jump Rope,2,290.57,581.14,Debit Card,East
TXN-00687,2024-03-27,CUST-3063,Books,Machine Learning Intro,3,214.52,643.56,PayPal,North
TXN-00688,2024-06-09,CUST-1180,Clothing,Silk Scarf,3,278.23,834.69,PayPal,East
TXN-00689,2024-09-21,CUST-2282,Books,SQL Fundamentals,4,230.28,921.12,Bank Transfer,North
TXN-00690,2024-04-06,CUST-1608,Electronics,Wireless Mouse,2,213.25,426.5,Bank Transfer,North
TXN-00691,2024-08-14,CUST-2460,Sports,Jump Rope,2,41.48,82.96,PayPal,South
TXN-00692,2024-03-27,CUST-4071,Sports,Foam Roller,5,67.65,338.25,Credit Card,South
TXN-00693,2024-08-01,CUST-4770,Electronics,Power Bank,3,12.66,37.98,Credit Card,West
TXN-00694,2024-07-10,CUST-3418,Electronics,Bluetooth Speaker,,140.76,140.76,Bank Transfer,West
TXN-00695,2024-11-17,CUST-4912,Home & Garden,Plant Pot,1,198.56,198.56,PayPal,South
TXN-00696,2024-04-18,CUST-4535,Electronics,Webcam,1,224.41,224.41,Bank Transfer,North
TXN-00697,2024-07-23,CUST-2045,Clothing,Silk Scarf,1,11.05,11.05,Bank Transfer,West
TXN-00698,2024-05-25,CUST-3650,clothing,Silk Scarf,3,271.59,814.77,PayPal,North
TXN-00699,2024-07-07,CUST-3099,Clothing,Winter Jacket,5,182.09,910.45,Bank Transfer,East
TXN-00700,2024-11-10,CUST-1763,Books,Python Cookbook,3,292.11,876.33,Debit Card,West
TXN-00701,2024-09-26,CUST-3578,sports,Jump Rope,4,93.61,374.44,PayPal,South
TXN-00702,2024-09-24,CUST-2751,Home & Garden,Candle Set,1,156.45,156.45,Bank Transfer,North
TXN-00703,2024-08-25,CUST-3706,Sports,Water Bottle,1,231.74,-231.74,Bank Transfer,South
TXN-00704,2024-04-03,CUST-4452,books,Design Patterns,5,218.6,1093.0,Bank Transfer,East
TXN-00705,2024-06-23,CUST-4959,Clothing,Cotton T-Shirt,5,81.5,407.5,Bank Transfer,North
TXN-00706,2024-01-03,CUST-2617,ELECTRONICS,Power Bank,4,261.28,1045.12,Bank Transfer,East
TXN-00707,2024-11-12,CUST-4330,Sports,Dumbbell Set,4,242.36,969.44,Debit Card,North
TXN-00708,2024-04-07,CUST-1458,Electronics,Laptop Stand,2,146.92,293.84,Debit Card,West
TXN-00709,2024-11-16,CUST-4515,Sports,Water Bottle,2,144.82,289.64,Debit Card,South
TXN-00710,2024-12-25,CUST-2823,Books,Machine Learning Intro,2,91.97,183.94,Bank Transfer,North
TXN-00711,2024-06-19,CUST-1032,Electronics,Monitor Cable,4,222.43,889.72,PayPal,North
TXN-00712,2024-09-06,CUST-2637,Books,Design Patterns,4,73.41,293.64,Credit Card,West
TXN-00713,2024-10-22,CUST-2293,SPORTS,Jump Rope,1,150.96,150.96,PayPal,West
TXN-00714,2024-12-23,CUST-2786,Electronics,Laptop Stand,4,73.47,293.88,PayPal,West
TXN-00715,2024-03-08,CUST-4617,Home & Garden,Throw Pillow,3,239.8,719.4,Debit Card,South
TXN-00716,2024-05-24,CUST-3829,Electronics,Bluetooth Speaker,2,183.69,367.38,Bank Transfer,West
TXN-00717,2024-06-04,CUST-1961,Clothing,Cotton T-Shirt,3,110.32,330.96,Credit Card,North
TXN-00718,2024-06-21,CUST-2763,Electronics,USB-C Hub,4,81.05,324.2,PayPal,North
TXN-00719,2024-10-12,CUST-2095,Clothing,Silk Scarf,1,213.38,213.38,Bank Transfer,West
TXN-00720,2024-02-26,CUST-4992,Electronics,USB-C Hub,1,154.65,154.65,Credit Card,South
TXN-00721,2024-07-04,CUST-1643,Home & Garden,Wall Clock,1,50.52,50.52,Debit Card,North
TXN-00722,2024-04-13,CUST-2798,Books,Python Cookbook,4,105.69,422.76,Credit Card,East
TXN-00723,2024-07-09,CUST-3929,Books,Design Patterns,5,129.4,647.0,Bank Transfer,West
TXN-00724,2024-07-28,CUST-4678,Books,Clean Code,3,283.39,850.17,Credit Card,North
TXN-00725,2024-02-13,CUST-2385,Home & Garden,Wall Clock,1,121.01,121.01,Debit Card,North
TXN-00726,2024-11-19,CUST-3921,Sports,Jump Rope,5,262.69,1313.45,PayPal,East
TXN-00727,2024-01-05,CUST-4387,Home & Garden,Candle Set,4,136.62,546.48,Bank Transfer,East
TXN-00728,2024-11-28,CUST-2656,Clothing,Cotton T-Shirt,3,120.04,360.12,Debit Card,East
TXN-00729,2024-04-19,CUST-1380,Sports,Foam Roller,2,11.91,23.82,PayPal,South
TXN-00730,2024-06-04,CUST-3975,Books,Python Cookbook,3,81.63,244.89,Credit Card,North
TXN-00731,2024-11-29,CUST-4855,Electronics,Wireless Mouse,2,242.58,485.16,Debit Card,East
TXN-00732,2024-06-02,CUST-2165,Sports,Dumbbell Set,2,36.04,72.08,Debit Card,East
TXN-00733,2024-08-20,CUST-1401,Clothing,Silk Scarf,1,23.35,23.35,Bank Transfer,South
TXN-00734,2024-08-16,CUST-1319,Home & Garden,Throw Pillow,5,234.75,1173.75,Bank Transfer,West
TXN-00735,2024-08-13,CUST-3822,Books,Machine Learning Intro,2,154.2,308.4,Bank Transfer,South
TXN-00736,2024-12-26,CUST-3102,Sports,Jump Rope,2,283.49,566.98,Credit Card,West
TXN-00737,2024-02-26,CUST-1495,Home & Garden,Plant Pot,1,114.58,114.58,PayPal,East
TXN-00738,2024-09-05,CUST-1114,CLOTHING,Winter Jacket,3,267.26,801.78,Bank Transfer,North
TXN-00739,2024-03-03,CUST-3242,Home & Garden,Throw Pillow,3,171.89,515.67,Bank Transfer,West
TXN-00740,2024-11-06,CUST-1543,Clothing,Winter Jacket,4,48.95,195.8,Credit Card,West
TXN-00741,2024-07-17,CUST-1953,Books,Python Cookbook,4,222.09,888.36,Debit Card,North
TXN-00742,2024-10-19,CUST-3580,Home & Garden,Plant Pot,1,61.76,61.76,Credit Card,South
TXN-00743,2024-08-31,CUST-3058,ELECTRONICS,Bluetooth Speaker,3,237.09,711.27,Bank Transfer,North
TXN-00744,2024-09-30,CUST-3485,Home & Garden,Plant Pot,1,105.28,105.28,Credit Card,East
TXN-00745,2024-07-14,CUST-2053,Electronics,Bluetooth Speaker,2,80.39,160.78,PayPal,West
TXN-00746,2024-12-13,CUST-1693,Electronics,Keyboard,1,92.91,92.91,Debit Card,West
TXN-00747,2024-06-14,CUST-2056,Books,Python Cookbook,2,226.87,453.74,Bank Transfer,West
TXN-00748,2024-02-28,CUST-2103,Electronics,Monitor Cable,1,125.21,125.21,Credit Card,East
TXN-00749,2024-10-10,CUST-4946,Sports,Resistance Bands,2,94.86,189.72,Credit Card,South
